RSPO,Kod teryt gminy,Typ gminy,"liczba
zdających","wynik
średni (%)","liczba
zdających.1","wynik
średni (%).1","liczba
zdających.2","wynik
średni (%).2"
25048,0419014,Miasto,61.0,57.0,61.0,40.0,61.0,59.0
44633,0419015,Obszar wiejski,10.0,58.0,10.0,45.0,10.0,63.0
109336,0419015,Obszar wiejski,21.0,60.0,21.0,43.0,21.0,57.0
59798,0419022,Gmina wiejska,8.0,,8.0,,8.0,
90440,0419022,Gmina wiejska,36.0,66.0,35.0,41.0,35.0,61.0
59710,0419034,Miasto,50.0,53.0,50.0,45.0,50.0,59.0
71033,0419035,Obszar wiejski,13.0,52.0,13.0,29.0,7.0,
71034,0419035,Obszar wiejski,7.0,,7.0,,7.0,
44560,0419052,Gmina wiejska,28.0,55.0,28.0,40.0,26.0,47.0
57079,0419052,Gmina wiejska,12.0,49.0,12.0,30.0,12.0,43.0
91255,0419044,Miasto,62.0,53.0,62.0,34.0,61.0,57.0
91258,0419045,Obszar wiejski,20.0,59.0,20.0,40.0,20.0,62.0
84130,0419064,Miasto,66.0,58.0,66.0,44.0,66.0,64.0
85723,0419064,Miasto,58.0,59.0,58.0,37.0,51.0,55.0
133480,0419064,Miasto,39.0,51.0,39.0,30.0,36.0,45.0
5981,2261011,Gmina miejska,24.0,63.0,24.0,46.0,24.0,73.0
7678,2261011,Gmina miejska,51.0,74.0,51.0,64.0,51.0,90.0
8060,2261011,Gmina miejska,105.0,65.0,105.0,58.0,109.0,75.0
8315,2261011,Gmina miejska,31.0,67.0,30.0,52.0,31.0,76.0
8320,2261011,Gmina miejska,74.0,63.0,74.0,50.0,74.0,73.0
8438,2261011,Gmina miejska,118.0,65.0,117.0,51.0,117.0,75.0
8641,2261011,Gmina miejska,58.0,70.0,58.0,57.0,60.0,76.0
9081,2261011,Gmina miejska,23.0,51.0,23.0,38.0,23.0,76.0
9082,2261011,Gmina miejska,90.0,61.0,90.0,53.0,97.0,73.0
9378,2261011,Gmina miejska,60.0,71.0,60.0,59.0,62.0,76.0
9480,2261011,Gmina miejska,28.0,74.0,28.0,65.0,32.0,85.0
9540,2261011,Gmina miejska,27.0,64.0,27.0,57.0,27.0,77.0
9587,2261011,Gmina miejska,43.0,67.0,43.0,53.0,43.0,81.0
9704,2261011,Gmina miejska,40.0,57.0,40.0,34.0,42.0,59.0
9987,2261011,Gmina miejska,71.0,80.0,71.0,73.0,71.0,91.0
10067,2261011,Gmina miejska,12.0,44.0,13.0,27.0,13.0,50.0
10166,2261011,Gmina miejska,54.0,68.0,54.0,56.0,54.0,83.0
10294,2261011,Gmina miejska,50.0,48.0,50.0,31.0,52.0,52.0
10347,2261011,Gmina miejska,84.0,66.0,84.0,54.0,86.0,81.0
10388,2261011,Gmina miejska,48.0,72.0,48.0,67.0,48.0,87.0
10509,2261011,Gmina miejska,36.0,73.0,36.0,65.0,35.0,86.0
10561,2261011,Gmina miejska,50.0,67.0,50.0,50.0,55.0,77.0
10576,2261011,Gmina miejska,46.0,72.0,46.0,56.0,46.0,80.0
10634,2261011,Gmina miejska,30.0,72.0,30.0,61.0,32.0,83.0
10842,2261011,Gmina miejska,38.0,65.0,38.0,42.0,42.0,73.0
11134,2261011,Gmina miejska,33.0,67.0,33.0,58.0,33.0,79.0
11179,2261011,Gmina miejska,40.0,60.0,40.0,42.0,43.0,57.0
11368,2261011,Gmina miejska,72.0,69.0,72.0,51.0,80.0,76.0
14699,2261011,Gmina miejska,50.0,62.0,50.0,57.0,51.0,84.0
15022,2261011,Gmina miejska,22.0,62.0,22.0,42.0,23.0,67.0
15122,2261011,Gmina miejska,51.0,54.0,51.0,35.0,51.0,53.0
15124,2261011,Gmina miejska,92.0,69.0,91.0,54.0,91.0,80.0
15126,2261011,Gmina miejska,59.0,71.0,59.0,60.0,64.0,77.0
15135,2261011,Gmina miejska,39.0,63.0,39.0,52.0,39.0,73.0
15253,2261011,Gmina miejska,14.0,59.0,14.0,37.0,18.0,64.0
15431,2261011,Gmina miejska,13.0,66.0,13.0,38.0,22.0,56.0
15831,2261011,Gmina miejska,27.0,48.0,27.0,38.0,27.0,62.0
16171,2261011,Gmina miejska,35.0,63.0,35.0,38.0,34.0,66.0
16227,2261011,Gmina miejska,116.0,70.0,116.0,59.0,120.0,79.0
16374,2261011,Gmina miejska,22.0,62.0,22.0,41.0,22.0,65.0
16564,2261011,Gmina miejska,52.0,63.0,52.0,39.0,53.0,64.0
16641,2261011,Gmina miejska,16.0,55.0,16.0,44.0,16.0,61.0
17066,2261011,Gmina miejska,54.0,65.0,54.0,55.0,55.0,67.0
17192,2261011,Gmina miejska,29.0,62.0,30.0,40.0,34.0,61.0
17319,2261011,Gmina miejska,60.0,55.0,60.0,34.0,60.0,58.0
17348,2261011,Gmina miejska,51.0,67.0,51.0,55.0,51.0,76.0
17410,2261011,Gmina miejska,30.0,49.0,30.0,27.0,29.0,54.0
17430,2261011,Gmina miejska,44.0,56.0,44.0,44.0,46.0,71.0
17523,2261011,Gmina miejska,42.0,65.0,42.0,53.0,46.0,76.0
17531,2261011,Gmina miejska,136.0,67.0,136.0,50.0,133.0,76.0
18269,2261011,Gmina miejska,61.0,63.0,61.0,50.0,60.0,73.0
19432,2261011,Gmina miejska,15.0,50.0,15.0,36.0,16.0,56.0
19820,2261011,Gmina miejska,22.0,55.0,22.0,33.0,24.0,55.0
20267,2261011,Gmina miejska,110.0,71.0,110.0,58.0,112.0,86.0
20599,2261011,Gmina miejska,24.0,60.0,24.0,50.0,24.0,71.0
21025,2261011,Gmina miejska,137.0,69.0,137.0,62.0,144.0,80.0
29329,2261011,Gmina miejska,16.0,60.0,16.0,43.0,16.0,55.0
39056,2261011,Gmina miejska,29.0,66.0,29.0,41.0,31.0,68.0
39066,2261011,Gmina miejska,13.0,18.0,13.0,15.0,12.0,21.0
39070,2261011,Gmina miejska,69.0,70.0,69.0,58.0,73.0,85.0
124084,2261011,Gmina miejska,100.0,70.0,100.0,63.0,103.0,81.0
125723,2261011,Gmina miejska,3.0,,3.0,,3.0,
131786,2261011,Gmina miejska,45.0,73.0,45.0,64.0,50.0,81.0
133053,2261011,Gmina miejska,11.0,47.0,11.0,47.0,9.0,
133139,2261011,Gmina miejska,21.0,58.0,21.0,52.0,22.0,72.0
262208,2261011,Gmina miejska,13.0,72.0,13.0,64.0,13.0,86.0
262214,2261011,Gmina miejska,10.0,65.0,9.0,,12.0,84.0
262215,2261011,Gmina miejska,67.0,71.0,67.0,71.0,69.0,87.0
270564,2261011,Gmina miejska,25.0,67.0,25.0,44.0,25.0,81.0
4053,2262011,Gmina miejska,89.0,78.0,89.0,72.0,89.0,93.0
4221,2262011,Gmina miejska,71.0,59.0,71.0,50.0,71.0,69.0
4254,2262011,Gmina miejska,103.0,64.0,103.0,53.0,103.0,78.0
4277,2262011,Gmina miejska,39.0,59.0,39.0,44.0,43.0,67.0
4282,2262011,Gmina miejska,28.0,66.0,28.0,48.0,27.0,71.0
4284,2262011,Gmina miejska,48.0,52.0,48.0,33.0,48.0,59.0
4300,2262011,Gmina miejska,43.0,46.0,43.0,33.0,44.0,58.0
4307,2262011,Gmina miejska,59.0,53.0,59.0,51.0,56.0,74.0
4319,2262011,Gmina miejska,36.0,64.0,36.0,52.0,37.0,79.0
4324,2262011,Gmina miejska,54.0,67.0,54.0,57.0,54.0,83.0
4342,2262011,Gmina miejska,46.0,65.0,46.0,59.0,49.0,77.0
4369,2262011,Gmina miejska,52.0,55.0,52.0,57.0,53.0,71.0
4419,2262011,Gmina miejska,48.0,63.0,48.0,63.0,47.0,84.0
4482,2262011,Gmina miejska,53.0,58.0,53.0,48.0,53.0,79.0
4529,2262011,Gmina miejska,35.0,70.0,35.0,50.0,35.0,80.0
4563,2262011,Gmina miejska,121.0,73.0,121.0,75.0,120.0,88.0
5534,2262011,Gmina miejska,38.0,62.0,38.0,55.0,35.0,76.0
6783,2262011,Gmina miejska,45.0,68.0,45.0,60.0,48.0,86.0
6850,2262011,Gmina miejska,87.0,61.0,87.0,61.0,87.0,82.0
6970,2262011,Gmina miejska,16.0,58.0,16.0,49.0,16.0,66.0
7112,2262011,Gmina miejska,90.0,58.0,90.0,42.0,91.0,63.0
7580,2262011,Gmina miejska,47.0,60.0,47.0,49.0,48.0,78.0
7669,2262011,Gmina miejska,66.0,70.0,66.0,59.0,65.0,85.0
7747,2262011,Gmina miejska,129.0,65.0,129.0,57.0,130.0,84.0
8469,2262011,Gmina miejska,47.0,69.0,47.0,64.0,46.0,85.0
11470,2262011,Gmina miejska,67.0,63.0,67.0,57.0,67.0,85.0
21126,2262011,Gmina miejska,36.0,62.0,36.0,53.0,36.0,75.0
35190,2262011,Gmina miejska,58.0,59.0,58.0,33.0,60.0,62.0
42897,2262011,Gmina miejska,97.0,64.0,97.0,50.0,103.0,69.0
62306,2262011,Gmina miejska,24.0,82.0,24.0,72.0,24.0,90.0
263021,2262011,Gmina miejska,34.0,73.0,34.0,79.0,34.0,91.0
4623,2264011,Gmina miejska,27.0,55.0,27.0,40.0,26.0,70.0
5084,2264011,Gmina miejska,39.0,62.0,39.0,57.0,45.0,74.0
5967,2264011,Gmina miejska,45.0,72.0,45.0,68.0,46.0,85.0
12499,2264011,Gmina miejska,40.0,64.0,40.0,60.0,40.0,80.0
7942,2263011,Gmina miejska,88.0,69.0,88.0,54.0,86.0,81.0
8552,2263011,Gmina miejska,94.0,60.0,94.0,50.0,96.0,73.0
11125,2263011,Gmina miejska,39.0,54.0,39.0,34.0,45.0,60.0
11370,2263011,Gmina miejska,75.0,45.0,75.0,31.0,78.0,56.0
11371,2263011,Gmina miejska,90.0,56.0,90.0,44.0,91.0,71.0
11372,2263011,Gmina miejska,78.0,61.0,78.0,45.0,79.0,71.0
12071,2263011,Gmina miejska,72.0,60.0,72.0,44.0,72.0,73.0
12648,2263011,Gmina miejska,49.0,55.0,49.0,40.0,51.0,64.0
14201,2263011,Gmina miejska,26.0,38.0,27.0,25.0,27.0,40.0
38745,2201012,Gmina wiejska,7.0,,7.0,,7.0,
48416,2201012,Gmina wiejska,25.0,50.0,25.0,44.0,24.0,56.0
54328,2201024,Miasto,82.0,54.0,82.0,43.0,82.0,55.0
55747,2201024,Miasto,46.0,61.0,46.0,41.0,47.0,66.0
262922,2201024,Miasto,91.0,61.0,91.0,49.0,90.0,72.0
60076,2201025,Obszar wiejski,9.0,,9.0,,9.0,
69920,2201025,Obszar wiejski,15.0,49.0,15.0,35.0,15.0,44.0
69950,2201025,Obszar wiejski,14.0,59.0,14.0,53.0,14.0,56.0
53565,2201032,Gmina wiejska,5.0,,5.0,,5.0,
71603,2201032,Gmina wiejska,10.0,50.0,10.0,39.0,10.0,59.0
72704,2201032,Gmina wiejska,17.0,44.0,17.0,31.0,17.0,31.0
79033,2201032,Gmina wiejska,17.0,50.0,17.0,45.0,17.0,59.0
34918,2201042,Gmina wiejska,12.0,57.0,12.0,40.0,12.0,60.0
39689,2201042,Gmina wiejska,29.0,54.0,29.0,49.0,28.0,65.0
81250,2201052,Gmina wiejska,29.0,54.0,29.0,44.0,23.0,59.0
81405,2201052,Gmina wiejska,12.0,73.0,12.0,65.0,8.0,
81520,2201052,Gmina wiejska,11.0,59.0,11.0,50.0,,
59101,2201064,Miasto,71.0,52.0,71.0,45.0,60.0,63.0
59709,2201064,Miasto,45.0,57.0,45.0,40.0,45.0,60.0
133893,2201064,Miasto,31.0,57.0,31.0,39.0,27.0,56.0
59988,2201065,Obszar wiejski,12.0,64.0,12.0,46.0,12.0,65.0
73452,2201065,Obszar wiejski,22.0,50.0,22.0,32.0,22.0,49.0
132815,2201065,Obszar wiejski,5.0,,5.0,,5.0,
64490,2201072,Gmina wiejska,11.0,52.0,11.0,57.0,11.0,58.0
65012,2201072,Gmina wiejska,28.0,55.0,28.0,41.0,25.0,51.0
69894,2201082,Gmina wiejska,20.0,67.0,20.0,60.0,20.0,76.0
69984,2201082,Gmina wiejska,10.0,55.0,10.0,42.0,8.0,
70014,2201082,Gmina wiejska,12.0,53.0,12.0,45.0,12.0,54.0
56122,2201092,Gmina wiejska,13.0,36.0,13.0,35.0,2.0,
56124,2201092,Gmina wiejska,3.0,,3.0,,1.0,
262389,2201092,Gmina wiejska,12.0,60.0,12.0,53.0,12.0,73.0
81080,2201102,Gmina wiejska,24.0,48.0,24.0,49.0,24.0,50.0
90423,2201102,Gmina wiejska,22.0,52.0,22.0,43.0,22.0,50.0
60261,2202024,Miasto,42.0,58.0,42.0,51.0,42.0,63.0
196306,2202024,Miasto,48.0,53.0,48.0,43.0,48.0,54.0
60262,2202025,Obszar wiejski,17.0,50.0,17.0,38.0,17.0,45.0
63498,2202025,Obszar wiejski,21.0,60.0,21.0,41.0,21.0,40.0
80934,2202025,Obszar wiejski,12.0,49.0,12.0,42.0,12.0,38.0
80935,2202025,Obszar wiejski,10.0,32.0,10.0,33.0,10.0,35.0
80936,2202025,Obszar wiejski,17.0,48.0,17.0,39.0,17.0,53.0
80939,2202025,Obszar wiejski,19.0,57.0,19.0,44.0,19.0,50.0
5314,2202011,Gmina miejska,79.0,62.0,79.0,41.0,79.0,66.0
7918,2202011,Gmina miejska,114.0,54.0,114.0,38.0,114.0,61.0
8008,2202011,Gmina miejska,115.0,58.0,114.0,47.0,110.0,67.0
14685,2202011,Gmina miejska,66.0,58.0,65.0,45.0,65.0,67.0
17579,2202011,Gmina miejska,25.0,67.0,25.0,39.0,25.0,58.0
125687,2202011,Gmina miejska,3.0,,3.0,,3.0,
10780,2202032,Gmina wiejska,9.0,,9.0,,9.0,
10796,2202032,Gmina wiejska,12.0,62.0,12.0,45.0,12.0,57.0
10797,2202032,Gmina wiejska,23.0,45.0,23.0,33.0,23.0,49.0
10798,2202032,Gmina wiejska,20.0,53.0,20.0,41.0,20.0,54.0
10799,2202032,Gmina wiejska,10.0,68.0,10.0,56.0,10.0,75.0
11489,2202032,Gmina wiejska,47.0,58.0,47.0,45.0,46.0,66.0
14391,2202032,Gmina wiejska,15.0,55.0,15.0,54.0,15.0,60.0
14463,2202032,Gmina wiejska,15.0,58.0,15.0,34.0,15.0,45.0
15402,2202032,Gmina wiejska,28.0,46.0,28.0,28.0,28.0,49.0
15404,2202032,Gmina wiejska,13.0,57.0,13.0,53.0,7.0,
14921,2202044,Miasto,88.0,59.0,88.0,43.0,69.0,63.0
20983,2202044,Miasto,64.0,54.0,64.0,38.0,64.0,50.0
14920,2202045,Obszar wiejski,17.0,49.0,17.0,36.0,17.0,36.0
20985,2202045,Obszar wiejski,28.0,43.0,28.0,41.0,27.0,46.0
30614,2202045,Obszar wiejski,35.0,43.0,35.0,35.0,35.0,42.0
106312,2202052,Gmina wiejska,19.0,44.0,19.0,33.0,19.0,38.0
22047,2203024,Miasto,59.0,57.0,59.0,49.0,58.0,68.0
5129,2203025,Obszar wiejski,11.0,54.0,11.0,43.0,11.0,35.0
5130,2203025,Obszar wiejski,9.0,,9.0,,1.0,
39616,2203011,Gmina miejska,74.0,49.0,74.0,42.0,75.0,61.0
53337,2203011,Gmina miejska,38.0,61.0,38.0,40.0,38.0,72.0
47604,2203032,Gmina wiejska,11.0,49.0,11.0,41.0,5.0,
55377,2203032,Gmina wiejska,28.0,53.0,28.0,35.0,28.0,53.0
55769,2203032,Gmina wiejska,31.0,36.0,31.0,27.0,28.0,33.0
73162,2203032,Gmina wiejska,20.0,47.0,20.0,29.0,20.0,43.0
73164,2203032,Gmina wiejska,30.0,50.0,30.0,36.0,27.0,55.0
47147,2203044,Miasto,61.0,56.0,61.0,33.0,61.0,56.0
55513,2203044,Miasto,17.0,16.0,17.0,20.0,17.0,21.0
34394,2203045,Obszar wiejski,5.0,,5.0,,5.0,
34569,2203045,Obszar wiejski,11.0,38.0,11.0,27.0,11.0,41.0
34753,2203045,Obszar wiejski,16.0,48.0,16.0,35.0,16.0,41.0
30307,2203052,Gmina wiejska,30.0,50.0,30.0,44.0,30.0,58.0
10425,2203062,Gmina wiejska,16.0,56.0,16.0,46.0,16.0,56.0
12360,2203062,Gmina wiejska,61.0,59.0,61.0,44.0,60.0,60.0
22396,2203072,Gmina wiejska,28.0,58.0,28.0,35.0,26.0,51.0
53964,2204022,Gmina wiejska,10.0,49.0,10.0,34.0,10.0,54.0
115608,2204022,Gmina wiejska,23.0,53.0,23.0,35.0,23.0,48.0
264263,2204022,Gmina wiejska,21.0,53.0,21.0,52.0,21.0,63.0
3960,2204032,Gmina wiejska,19.0,58.0,19.0,50.0,19.0,68.0
25618,2204032,Gmina wiejska,100.0,62.0,100.0,49.0,102.0,75.0
25871,2204032,Gmina wiejska,16.0,59.0,16.0,51.0,16.0,54.0
266318,2204032,Gmina wiejska,94.0,62.0,94.0,51.0,92.0,77.0
5070,2204011,Gmina miejska,68.0,59.0,68.0,52.0,68.0,74.0
74942,2204011,Gmina miejska,57.0,57.0,57.0,38.0,56.0,69.0
81172,2204011,Gmina miejska,154.0,61.0,153.0,47.0,152.0,69.0
263660,2204011,Gmina miejska,46.0,65.0,46.0,49.0,51.0,68.0
4600,2204042,Gmina wiejska,15.0,61.0,15.0,41.0,15.0,68.0
4601,2204042,Gmina wiejska,7.0,,7.0,,7.0,
13496,2204042,Gmina wiejska,66.0,54.0,66.0,50.0,65.0,68.0
25928,2204042,Gmina wiejska,30.0,65.0,30.0,55.0,29.0,79.0
42173,2204042,Gmina wiejska,81.0,67.0,81.0,62.0,83.0,82.0
42175,2204042,Gmina wiejska,75.0,61.0,75.0,55.0,78.0,70.0
133475,2204042,Gmina wiejska,18.0,63.0,18.0,51.0,18.0,64.0
110041,2204052,Gmina wiejska,5.0,,5.0,,5.0,
110042,2204052,Gmina wiejska,11.0,52.0,11.0,45.0,11.0,49.0
113769,2204052,Gmina wiejska,25.0,50.0,25.0,27.0,25.0,59.0
56309,2204062,Gmina wiejska,87.0,58.0,87.0,48.0,89.0,67.0
28577,2204072,Gmina wiejska,9.0,,9.0,,9.0,
49533,2204072,Gmina wiejska,22.0,50.0,22.0,31.0,22.0,49.0
90524,2204082,Gmina wiejska,17.0,56.0,17.0,41.0,17.0,59.0
106542,2204082,Gmina wiejska,14.0,65.0,14.0,56.0,14.0,75.0
106543,2204082,Gmina wiejska,39.0,54.0,39.0,43.0,37.0,53.0
106544,2204082,Gmina wiejska,25.0,46.0,25.0,29.0,25.0,50.0
123874,2204082,Gmina wiejska,13.0,48.0,13.0,29.0,13.0,58.0
56558,2205012,Gmina wiejska,14.0,64.0,15.0,44.0,15.0,49.0
74118,2205012,Gmina wiejska,30.0,54.0,30.0,49.0,30.0,51.0
86716,2205012,Gmina wiejska,19.0,51.0,19.0,40.0,19.0,44.0
90609,2205012,Gmina wiejska,32.0,60.0,32.0,38.0,32.0,56.0
40798,2205024,Miasto,73.0,65.0,73.0,55.0,72.0,72.0
70777,2205024,Miasto,40.0,60.0,40.0,41.0,40.0,63.0
108995,2205024,Miasto,92.0,57.0,92.0,43.0,92.0,65.0
119755,2205024,Miasto,23.0,38.0,23.0,20.0,23.0,38.0
70773,2205025,Obszar wiejski,9.0,,9.0,,9.0,
70778,2205025,Obszar wiejski,16.0,55.0,16.0,47.0,16.0,55.0
70779,2205025,Obszar wiejski,10.0,62.0,10.0,53.0,10.0,63.0
70780,2205025,Obszar wiejski,6.0,,6.0,,6.0,
70781,2205025,Obszar wiejski,14.0,56.0,14.0,37.0,14.0,50.0
70782,2205025,Obszar wiejski,10.0,60.0,10.0,44.0,10.0,38.0
83461,2205025,Obszar wiejski,37.0,52.0,37.0,39.0,37.0,47.0
83462,2205025,Obszar wiejski,22.0,54.0,22.0,39.0,22.0,48.0
104917,2205025,Obszar wiejski,26.0,62.0,26.0,45.0,26.0,60.0
104918,2205025,Obszar wiejski,65.0,51.0,65.0,36.0,65.0,55.0
53128,2205032,Gmina wiejska,6.0,,6.0,,6.0,
69913,2205032,Gmina wiejska,8.0,,8.0,,8.0,
80228,2205032,Gmina wiejska,48.0,50.0,48.0,40.0,48.0,58.0
80229,2205032,Gmina wiejska,19.0,52.0,19.0,40.0,19.0,53.0
80232,2205032,Gmina wiejska,21.0,52.0,21.0,37.0,21.0,54.0
26989,2205042,Gmina wiejska,31.0,59.0,31.0,48.0,31.0,56.0
26991,2205042,Gmina wiejska,12.0,40.0,12.0,32.0,12.0,29.0
26996,2205042,Gmina wiejska,12.0,59.0,12.0,43.0,12.0,58.0
43644,2205042,Gmina wiejska,11.0,60.0,11.0,42.0,11.0,45.0
43655,2205042,Gmina wiejska,8.0,,8.0,,8.0,
43656,2205042,Gmina wiejska,6.0,,6.0,,6.0,
43657,2205042,Gmina wiejska,15.0,54.0,15.0,45.0,15.0,51.0
43659,2205042,Gmina wiejska,60.0,53.0,60.0,43.0,60.0,57.0
43660,2205042,Gmina wiejska,13.0,56.0,13.0,35.0,13.0,38.0
43662,2205042,Gmina wiejska,10.0,44.0,10.0,32.0,10.0,39.0
133991,2205042,Gmina wiejska,47.0,54.0,47.0,42.0,47.0,63.0
48700,2205052,Gmina wiejska,11.0,53.0,11.0,38.0,11.0,47.0
48749,2205052,Gmina wiejska,31.0,55.0,31.0,49.0,31.0,43.0
121955,2205052,Gmina wiejska,37.0,62.0,37.0,52.0,37.0,63.0
121957,2205052,Gmina wiejska,33.0,46.0,33.0,34.0,33.0,58.0
107630,2205062,Gmina wiejska,64.0,56.0,64.0,44.0,62.0,61.0
107669,2205062,Gmina wiejska,54.0,63.0,54.0,49.0,54.0,62.0
108799,2205062,Gmina wiejska,40.0,54.0,40.0,36.0,40.0,46.0
108811,2205062,Gmina wiejska,31.0,51.0,31.0,43.0,31.0,43.0
108945,2205062,Gmina wiejska,23.0,47.0,23.0,37.0,22.0,50.0
55703,2205072,Gmina wiejska,11.0,66.0,11.0,47.0,11.0,68.0
55704,2205072,Gmina wiejska,7.0,,7.0,,7.0,
55705,2205072,Gmina wiejska,8.0,,8.0,,8.0,
68587,2205072,Gmina wiejska,18.0,55.0,18.0,36.0,18.0,56.0
68588,2205072,Gmina wiejska,29.0,57.0,29.0,51.0,29.0,62.0
263053,2205084,Miasto,122.0,58.0,122.0,45.0,125.0,61.0
15201,2205085,Obszar wiejski,22.0,56.0,22.0,44.0,22.0,60.0
15203,2205085,Obszar wiejski,24.0,63.0,25.0,55.0,24.0,71.0
15204,2205085,Obszar wiejski,51.0,63.0,51.0,59.0,51.0,74.0
15205,2205085,Obszar wiejski,14.0,45.0,14.0,48.0,14.0,46.0
42448,2205085,Obszar wiejski,36.0,69.0,36.0,56.0,36.0,69.0
42450,2205085,Obszar wiejski,25.0,44.0,25.0,43.0,25.0,55.0
59829,2205085,Obszar wiejski,75.0,67.0,75.0,57.0,75.0,76.0
70945,2205085,Obszar wiejski,98.0,63.0,98.0,57.0,95.0,76.0
70975,2205085,Obszar wiejski,14.0,60.0,14.0,48.0,14.0,73.0
88713,2206022,Gmina wiejska,16.0,62.0,16.0,49.0,16.0,70.0
89780,2206022,Gmina wiejska,38.0,54.0,38.0,42.0,38.0,54.0
27137,2206032,Gmina wiejska,7.0,,7.0,,7.0,
31096,2206032,Gmina wiejska,33.0,61.0,33.0,44.0,33.0,61.0
31099,2206032,Gmina wiejska,24.0,56.0,24.0,43.0,24.0,51.0
8294,2206011,Gmina miejska,50.0,64.0,50.0,48.0,50.0,70.0
22494,2206011,Gmina miejska,42.0,57.0,42.0,36.0,41.0,53.0
23376,2206011,Gmina miejska,87.0,59.0,87.0,48.0,88.0,65.0
25157,2206011,Gmina miejska,45.0,62.0,45.0,56.0,33.0,71.0
27790,2206011,Gmina miejska,33.0,60.0,33.0,47.0,32.0,59.0
8124,2206042,Gmina wiejska,4.0,,4.0,,4.0,
8125,2206042,Gmina wiejska,19.0,55.0,19.0,43.0,19.0,58.0
8126,2206042,Gmina wiejska,6.0,,6.0,,6.0,
8127,2206042,Gmina wiejska,14.0,56.0,14.0,43.0,14.0,53.0
8135,2206042,Gmina wiejska,25.0,54.0,25.0,40.0,24.0,44.0
8138,2206042,Gmina wiejska,12.0,69.0,12.0,45.0,12.0,67.0
8141,2206042,Gmina wiejska,14.0,62.0,14.0,51.0,14.0,66.0
85071,2206042,Gmina wiejska,24.0,57.0,24.0,46.0,26.0,62.0
85100,2206042,Gmina wiejska,28.0,60.0,28.0,37.0,28.0,49.0
27388,2206052,Gmina wiejska,57.0,53.0,57.0,43.0,56.0,45.0
24412,2206062,Gmina wiejska,6.0,,6.0,,6.0,
52891,2206062,Gmina wiejska,38.0,61.0,38.0,40.0,38.0,56.0
31538,2206072,Gmina wiejska,30.0,53.0,30.0,33.0,30.0,47.0
31540,2206072,Gmina wiejska,27.0,59.0,27.0,41.0,26.0,45.0
42255,2206072,Gmina wiejska,33.0,53.0,33.0,33.0,33.0,43.0
71177,2206082,Gmina wiejska,10.0,46.0,10.0,33.0,10.0,44.0
84648,2206082,Gmina wiejska,36.0,55.0,36.0,47.0,36.0,53.0
85047,2206082,Gmina wiejska,20.0,59.0,20.0,45.0,20.0,67.0
89859,2207022,Gmina wiejska,32.0,66.0,32.0,43.0,32.0,59.0
105820,2207022,Gmina wiejska,7.0,,7.0,,7.0,
105822,2207022,Gmina wiejska,20.0,53.0,20.0,39.0,20.0,40.0
105823,2207022,Gmina wiejska,13.0,67.0,13.0,55.0,13.0,70.0
105824,2207022,Gmina wiejska,6.0,,6.0,,6.0,
105825,2207022,Gmina wiejska,9.0,,9.0,,3.0,
42158,2207011,Gmina miejska,73.0,58.0,72.0,36.0,72.0,54.0
42287,2207011,Gmina miejska,79.0,67.0,79.0,59.0,76.0,66.0
42307,2207011,Gmina miejska,73.0,68.0,73.0,58.0,73.0,74.0
44372,2207011,Gmina miejska,135.0,64.0,136.0,54.0,136.0,71.0
133587,2207011,Gmina miejska,11.0,60.0,11.0,20.0,11.0,33.0
133932,2207011,Gmina miejska,46.0,55.0,46.0,45.0,45.0,61.0
51436,2207032,Gmina wiejska,18.0,54.0,18.0,32.0,18.0,46.0
51437,2207032,Gmina wiejska,25.0,58.0,25.0,53.0,25.0,67.0
51785,2207032,Gmina wiejska,11.0,60.0,11.0,47.0,11.0,43.0
51801,2207032,Gmina wiejska,16.0,61.0,16.0,45.0,16.0,56.0
263336,2207032,Gmina wiejska,14.0,63.0,14.0,41.0,14.0,67.0
263342,2207032,Gmina wiejska,10.0,65.0,10.0,47.0,10.0,66.0
26004,2207044,Miasto,85.0,62.0,85.0,43.0,85.0,67.0
26005,2207045,Obszar wiejski,11.0,64.0,11.0,43.0,11.0,64.0
26006,2207045,Obszar wiejski,14.0,60.0,14.0,33.0,14.0,53.0
26007,2207045,Obszar wiejski,18.0,62.0,18.0,41.0,17.0,44.0
15133,2207052,Gmina wiejska,10.0,62.0,10.0,49.0,10.0,56.0
18411,2207052,Gmina wiejska,50.0,54.0,50.0,37.0,50.0,51.0
35305,2207062,Gmina wiejska,48.0,64.0,48.0,48.0,48.0,61.0
35307,2207062,Gmina wiejska,12.0,59.0,12.0,42.0,12.0,56.0
26276,2208032,Gmina wiejska,2.0,,2.0,,2.0,
26359,2208032,Gmina wiejska,11.0,58.0,11.0,27.0,11.0,42.0
26451,2208032,Gmina wiejska,7.0,,7.0,,7.0,
26508,2208032,Gmina wiejska,12.0,59.0,12.0,40.0,12.0,54.0
53275,2208032,Gmina wiejska,21.0,55.0,21.0,38.0,21.0,44.0
18570,2208011,Gmina miejska,41.0,48.0,41.0,40.0,41.0,56.0
25809,2208011,Gmina miejska,60.0,37.0,59.0,24.0,53.0,40.0
262387,2208011,Gmina miejska,141.0,66.0,141.0,47.0,138.0,72.0
262388,2208011,Gmina miejska,80.0,57.0,80.0,39.0,80.0,57.0
109315,2208042,Gmina wiejska,41.0,53.0,41.0,42.0,41.0,64.0
