,,,,,,,,,,,Język polski,,,,,Matematyka,,,,,Język angielski,,,,,Język francuski,,,,,Język hiszpański,,,,,Język niemiecki,,,,,Język rosyjski,,,,,Język włoski,,,,
województwo - nazwa,powiat - nazwa,Gmina - nazwa,Typ gminy,Kod teryt gminy,RSPO,"rodzaj placówki
",czy publiczna,Nazwa szkoły,Miejscowość,Ulica nr,"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%),"liczba
zdających","wynik
średni (%)",odchylenie standardowe (%),mediana (%),modalna (%)
Łódzkie,sieradzki,Goszczanów,Gmina wiejska,1014062,61918,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W GOSZCZANOWIE,Goszczanów,ul. Kaliska 5,22,49,14,46,67,22,49,22,40,36,22,46,22,39,31,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Goszczanów,Gmina wiejska,1014062,61932,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KASZEWIE,Kaszew,29,7,,,,,7,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Goszczanów,Gmina wiejska,1014062,62331,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W CHLEWIE,Chlewo,51A,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Goszczanów,Gmina wiejska,1014062,62434,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W LIPICZU,Lipicze,44,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Klonowa,Gmina wiejska,1014072,69941,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KSIĘDZA JÓZEFA DALAKA W KLONOWEJ,Klonowa,ul. Złoczewska 4,31,52,15,51,44,31,44,25,40,20,29,55,28,55,98,,,,,,,,,,,2,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina miejska,1014011,70937,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 10 IM. BOLESŁAWA ZWOLIŃSKIEGO W SIERADZU,Sieradz,ul. Aleja Grunwaldzka 10,128,62,14,62,62,128,58,24,58,56,124,73,25,80,96,,,,,,,,,,,4,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina miejska,1014011,70938,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6 IM. JANINY MAJKOWSKIEJ W SIERADZU,Sieradz,ul. Uniejowska 199,43,50,19,51,56,43,35,21,28,28,43,55,27,56,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina miejska,1014011,70943,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 4 IM. MARII KONOPNICKIEJ W SIERADZU,Sieradz,ul. Ks. Apolinarego Leśniewskiego 18,70,66,18,69,84,70,60,28,64,68,70,76,26,86,100,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina miejska,1014011,83449,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 9 IM. WŁADYSŁAWA ŁOKIETKA W SIERADZU,Sieradz,ul. Władysława Łokietka 55,57,71,12,73,76,57,55,24,52,48,57,79,23,91,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina miejska,1014011,83450,dla młodzieży,Tak,SZKOŁA PODSTAWOWA INTEGRACYJNA NR 8,Sieradz,ul. Szlachecka 11,10,54,19,47,44,10,44,23,34,32,10,48,28,34,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina miejska,1014011,83451,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. WŁADYSŁAWA REYMONTA W SIERADZU,Sieradz,ul. Tadeusza Kościuszki 14,44,55,21,54,36,44,45,27,36,28,43,57,32,53,42,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina miejska,1014011,88947,dla młodzieży,Nie,KATOLICKA SZKOŁA PODSTAWOWA PRZY PARAFII RZYMSKOKATOLICKIEJ ŚW. URSZULI LEDÓCHOWSKIEJ W SIERADZU,Sieradz,ul. Krakowskie Przedmieście 123a,17,57,11,58,60,17,43,25,36,24,15,63,26,53,98,,,,,,,,,,,2,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina miejska,1014011,196393,dla młodzieży,Tak,SZKOŁA PODSTAWOWA GMINY SIERADZ IM. JANA PAWŁA II W SIERADZU,Sieradz,ul. Armii Krajowej 5,21,60,13,60,51,21,53,23,56,56,21,66,26,71,29,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina wiejska,1014082,10403,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.WOJCIECHA JANCZAKA W CHARŁUPI MAŁEJ,Charłupia Mała,ul. Szkolna 15 A,17,62,19,64,58,17,50,16,44,40,17,68,26,75,75,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina wiejska,1014082,10404,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOHATERÓW WALK NAD WARTĄ WRZEŚNIA 1939 ROKU W RZECHCIE,Rzechta,84,14,58,11,57,56,14,51,25,50,36,14,55,31,57,27,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina wiejska,1014082,13388,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. TEODORA GOŹDZIKIEWICZA W DĄBROWIE WIELKIEJ,Dąbrowa Wielka,19,16,62,13,67,67,16,42,21,46,16,16,60,33,46,29,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina wiejska,1014082,24461,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. TOMASZA MASTEJA W CHOJNEM,Chojne,ul. Główna 1,23,46,22,42,56,23,39,25,32,32,23,52,28,42,42,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Sieradz,Gmina wiejska,1014082,25153,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W KŁOCKU,Kłocko,11,12,52,15,50,36,12,43,24,36,20,12,54,29,38,31,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Warta,Miasto,1014094,28628,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KPT.PIL.STANISŁAWA SKARŻYŃSKIEGO,Warta,ul. Koźmińska 11,36,57,18,61,73,36,41,21,40,52,36,60,26,58,29,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Warta,Obszar wiejski,1014095,28630,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA ŁOKIETKA W ROSSOSZYCY,Rossoszyca,ul. Sieradzka 7,15,55,21,62,51,15,43,21,36,32,15,63,35,78,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Warta,Obszar wiejski,1014095,34387,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.MIKOŁAJA KOPERNIKA W CIELCACH,Cielce,16,13,59,19,56,51,13,50,21,48,16,13,45,22,42,42,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Warta,Obszar wiejski,1014095,34389,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. 28 PUŁKU STRZELCÓW KANIOWSKICH WE WŁYNIU,Włyń,10,10,50,19,57,64,10,26,20,18,12,10,45,21,45,67,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Warta,Obszar wiejski,1014095,34390,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W USTKOWIE,Ustków,26,10,64,12,61,53,10,69,20,64,52,10,60,21,67,67,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Warta,Obszar wiejski,1014095,34391,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA REYMONTA W JEZIORSKU,Jeziorsko,43,7,,,,,7,,,,,5,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
Łódzkie,sieradzki,Warta,Obszar wiejski,1014095,34392,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KS. INFUŁATA WŁADYSŁAWA SARNIKA W JAKUBICACH,Jakubice,15a,10,63,17,60,58,10,48,28,48,68,10,61,31,73,95,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Wróblew,Gmina wiejska,1014102,17262,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA W CHARŁUPI WIELKIEJ,Charłupia Wielka,116,11,68,19,76,80,11,58,26,48,,11,65,26,69,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Wróblew,Gmina wiejska,1014102,17424,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W WĄGŁCZEWIE,Wągłczew,4,10,68,13,69,82,10,44,15,42,28,10,67,23,69,42,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Wróblew,Gmina wiejska,1014102,17509,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SŁOMKOWIE MOKRYM,Słomków Mokry,23,19,51,13,51,47,19,49,22,48,48,19,55,29,62,24,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Wróblew,Gmina wiejska,1014102,268302,dla młodzieży,Tak,SZKOŁA PODSTAWOWA WE WRÓBLEWIE,Wróblew,55B,16,61,16,60,56,16,59,20,62,60,16,64,26,61,38,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Złoczew,Miasto,1014114,70053,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. M. KOPERNIKA W ZŁOCZEWIE,Złoczew,ul. Burzenińska 4,59,57,19,60,33,59,45,21,40,24,59,53,29,49,100,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Złoczew,Obszar wiejski,1014115,69428,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IMIENIA BOHATERÓW WRZEŚNIA 1939 ROKU W STOLCU,Stolec,35,15,56,14,60,71,15,54,29,60,84,15,53,22,55,31,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Złoczew,Obszar wiejski,1014115,69552,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BROSZKACH,Broszki,4,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,sieradzki,Złoczew,Obszar wiejski,1014115,70108,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W UNIKOWIE,Uników,21,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Bolimów,Gmina wiejska,1015012,9090,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.HENRYKA DĄBROWSKIEGO W BOLIMOWIE,Bolimów,ul. Sokołowska 24,19,49,22,51,73,19,39,22,36,16,19,61,29,65,91,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Bolimów,Gmina wiejska,1015012,11496,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W HUMINIE,Humin,44A,3,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Bolimów,Gmina wiejska,1015012,11497,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W KĘSZYCACH,Kęszyce-Wieś,50,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Godzianów,Gmina wiejska,1015032,56447,dla młodzieży,Tak,SZKOŁAPODSTAWOWA W LNIŚNIE,Lnisno,69A,7,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Godzianów,Gmina wiejska,1015032,57641,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W GODZIANOWIE,Godzianów,ul. Sportowa 4,27,67,17,69,56,27,64,28,72,24,27,72,24,80,85,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Głuchów,Gmina wiejska,1015022,54005,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W BIAŁYNINIE,Białynin,49,11,49,19,47,47,11,65,28,72,88,11,51,28,44,24,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Głuchów,Gmina wiejska,1015022,58563,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA W JANISŁAWICACH,Janisławice,49,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Głuchów,Gmina wiejska,1015022,58585,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.KSIĘCIA JÓZEFA PONIATOWSKIEGO W WYSOKIENICACH,Wysokienice,32,10,53,11,55,60,10,53,20,50,28,10,40,23,36,47,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Głuchów,Gmina wiejska,1015022,58848,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARCINA WASILEWSKIEGO W GŁUCHOWIE,Głuchów,ul. Rawska 9,22,59,16,66,56,22,50,23,52,28,22,65,29,71,95,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Głuchów,Gmina wiejska,1015022,61908,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W MICHOWICACH,Michowice,51,10,55,20,55,,10,48,25,42,40,10,42,27,27,16,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Kowiesy,Gmina wiejska,1015042,263084,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. PPOR. PILOTA MARIANA BEŁCA W JERUZALU,Jeruzal,18,34,54,12,55,51,34,42,21,40,16,34,58,30,59,89,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Lipce Reymontowskie,Gmina wiejska,1015052,49790,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁ. ST. REYMONTA W LIPCACH REYMONTOWSKICH,Lipce Reymontowskie,ul. Reymonta 15,25,56,11,58,42,25,45,24,44,28,25,56,27,60,65,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Lipce Reymontowskie,Gmina wiejska,1015052,56669,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W MSZADLI,Mszadla,98,4,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Lipce Reymontowskie,Gmina wiejska,1015052,103758,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANUSZA KORCZAKA W DRZEWCACH,Drzewce,165,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Maków,Gmina wiejska,1015062,22686,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W MAKOWIE IM. KS. JANA TWARDOWSKIEGO,Maków,ul. Główna 4,24,63,10,62,67,24,58,22,52,36,24,71,24,76,73,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Maków,Gmina wiejska,1015062,22689,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W DĄBROWICACH,Dąbrowice,86,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Maków,Gmina wiejska,1015062,22704,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SŁOMKOWIE,Słomków,ul. Główna 68,10,69,11,69,69,10,60,18,58,48,10,68,26,78,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Maków,Gmina wiejska,1015062,22722,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KSIĘDZA STEFANA KARDYNAŁA WYSZYŃSKIEGO W WOLI MAKOWSKIEJ,Wola Makowska,25B,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Maków,Gmina wiejska,1015062,85513,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. BOLESŁAWA CHROBREGO W PSZCZONOWIE,Pszczonów,53,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Nowy Kawęczyn,Gmina wiejska,1015072,28219,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA ANTONIEGO GRABOWSKIEGO W NOWYM DWORZE,Nowy Dwór-Parcela,60,10,56,12,57,53,10,39,21,30,24,10,49,25,47,62,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Nowy Kawęczyn,Gmina wiejska,1015072,28220,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. ARMII KRAJOWEJ W TRZCIANNIE,Trzcianna,14,9,,,,,9,,,,,8,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Nowy Kawęczyn,Gmina wiejska,1015072,196420,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. JÓZEFA WYBICKIEGO W STRZYBODZE,Strzyboga,29,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Skierniewice,Gmina wiejska,1015082,34709,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. KS. JANA TWARDOWSKIEGO W DĘBOWEJ GÓRZE,Dębowa Góra,42A,14,55,20,57,56,14,47,25,44,16,14,48,25,44,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Skierniewice,Gmina wiejska,1015082,83525,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. PROF. SZCZEPANA A. PIENIĄŻKA W MIEDNIEWICACH,Miedniewice,88,17,58,11,58,62,17,44,19,44,24,17,56,25,60,27,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Skierniewice,Gmina wiejska,1015082,83570,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM JANUSZA KORCZAKA W MOKREJ LEWEJ,Mokra Lewa,75A,6,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Skierniewice,Gmina wiejska,1015082,83932,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W SIERAKOWICACH PRAWYCH,Sierakowice Prawe,69A,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Skierniewice,Gmina wiejska,1015082,133786,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. MARII RODZIEWICZÓWNY W ŻELAZNEJ,Żelazna,5,9,,,,,9,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Słupia,Gmina wiejska,1015092,121702,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W SŁUPI,Słupia,144,13,59,14,60,33,13,50,27,36,28,13,55,26,51,25,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,skierniewicki,Słupia,Gmina wiejska,1015092,121704,dla młodzieży,Tak,SZKOŁA PODSTAWOWA W WINNEJ GÓRZE,Winna Góra,40,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Budziszewice,Gmina wiejska,1016032,112172,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM.KARDYNAŁA STEFANA WYSZYŃSKIEGO W BUDZISZEWICACH,Budziszewice,ul. Szkolna 4,26,55,14,53,53,26,48,24,44,28,26,56,29,43,33,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Będków,Gmina wiejska,1016022,90073,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA,Będków,ul. Władysława Stanisława Reymonta 11,23,52,15,49,49,23,44,24,44,16,23,56,29,56,56,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Czerniewice,Gmina wiejska,1016042,29141,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM.WOJCIECHA BOGUSŁAWSKIEGO W CZERNIEWICACH,Czerniewice,ul. Mazowiecka 88,40,52,17,51,51,40,32,18,24,24,40,39,23,32,22,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Inowłódz,Gmina wiejska,1016052,7011,dla młodzieży,Nie,SZKOŁA PODSTAWOWA IM. IGNACEGO MOŚCICKIEGO W KRÓLOWEJ WOLI,Królowa Wola,77,11,54,15,56,51,11,37,25,32,16,11,67,30,78,78,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Inowłódz,Gmina wiejska,1016052,75169,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JULIANA TUWIMA W INOWŁODZU,Inowłódz,ul. Spalska 5,8,,,,,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Inowłódz,Gmina wiejska,1016052,84174,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W BRZUSTOWIE,Brzustów,1,14,59,11,59,47,14,48,23,48,16,14,56,26,57,87,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Lubochnia,Gmina wiejska,1016062,49107,dla młodzieży,Tak,PUBLICZNA SZKOŁA PODSTAWOWA,Glinnik,48A,5,,,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Lubochnia,Gmina wiejska,1016062,70106,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. POWSTAŃCÓW STYCZNIOWYCH 1863 R. W LUBOCHNI,Lubochnia,ul. Łódzka 19,55,63,19,67,60,55,53,28,52,24,55,68,27,73,100,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Rokiciny,Gmina wiejska,1016072,69487,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. WŁADYSŁAWA STANISŁAWA REYMONTA W ROKICINACH,Rokiciny-Kolonia,ul. Henryka Sienkiewicza 17,43,67,15,69,82,43,55,21,56,40,43,75,23,82,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Rokiciny,Gmina wiejska,1016072,69489,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. TADEUSZA KOŚCIUSZKI W ŁAZNOWIE,Łaznów,65,16,63,12,63,47,16,55,18,50,44,16,55,25,49,,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Rzeczyca,Gmina wiejska,1016082,29539,dla młodzieży,Tak,SZKOŁA PODSTAWOWA IM. NARCYZY ŻMICHOWSKIEJ W RZECZYCY,Rzeczyca,ul. ks. Jędrzeja Kitowicza 4,43,54,20,60,71,43,49,24,44,24,43,56,29,49,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29349,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 1 IM. ALEKSANDRA KAMIŃSKIEGO W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Leona Witolda May'a 11/13,106,64,16,64,76,106,54,26,52,36,106,75,25,83,98,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29351,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 7 W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Ludwikowska 113/115,15,65,18,69,49,15,60,23,64,76,15,79,25,96,96,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29353,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 8 W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Stolarska 21/27,52,53,14,53,53,52,34,23,24,20,52,61,30,66,18,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29355,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 12 IM. JANA PAWŁA II W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Wiejska 29/31,95,56,18,60,60,95,50,25,48,28,76,67,28,68,98,,,,,,,,,,,19,45,23,51,18,,,,,,,,,,
Łódzkie,tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29356,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 13 POMNIK TYSIĄCLECIA PAŃSTWA POLSKIEGO W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. J. U. Niemcewicza 50/56,63,48,20,49,49,63,36,23,28,16,63,49,31,38,16,,,,,,,,,,,,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,29357,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 14 IM. ORŁA BIAŁEGO W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Juliusza Słowackiego 32/42,58,54,20,59,49,58,45,25,44,16,45,60,28,62,95,,,,,,,,,,,13,57,21,56,35,,,,,,,,,,
Łódzkie,tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,79831,dla młodzieży,Nie,SZKOŁA PODSTAWOWA TOMEK W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Sosnowa 62/70,19,66,12,69,58,19,66,21,68,60,18,81,23,90,93,,,,,,,,,,,1,,,,,,,,,,,,,,
Łódzkie,tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,103656,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 6 W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Gminna 5/9,42,60,14,62,62,42,39,21,36,36,24,70,29,85,93,,,,,,,,,,,18,53,26,62,62,,,,,,,,,,
Łódzkie,tomaszowski,Tomaszów Mazowiecki,Gmina miejska,1016011,103658,dla młodzieży,Tak,SZKOŁA PODSTAWOWA NR 10 IM. TOMASZOWSKICH OLIMPIJCZYKÓW W TOMASZOWIE MAZOWIECKIM,Tomaszów Mazowiecki,ul. Tomasza Ostrowskiego 14,98,57,20,60,58,98,42,23,38,24,76,68,27,76,100,,,,,,,,,,,25,50,25,42,33,,,,,,,,,,
